ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WATER_DEMAND_TYPE,WATER_DEMAND_VOLUME_2020,WATER_DEMAND_VOLUME_2025,WATER_DEMAND_VOLUME_2030,WATER_DEMAND_VOLUME_2035,WATER_DEMAND_VOLUME_2040,WATER_DEMAND_VOLUME_2045
1732,Norco  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,7008,7425,7707,7889,8166,8246
1732,Norco  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1739,North Coast County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,914.277383,846.4416369,829.5700588,818.0068828,817.3497433,819.019491
1739,North Coast County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1739,North Coast County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,5,8.57,8.57,8.57,8.57,8.57
1748,North Marin Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1748,North Marin Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,658,595,608,622,636,650
1748,North Marin Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8194.2,10083.93,10249.33,10463.23,10472.18,10501.72
1752,North Tahoe Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1752,North Tahoe Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,381,379,386,393,400,410
1752,North Tahoe Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1756,Norwalk  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2064,2068.15,2073.82,2079.5,2085.21,2090.91
1756,Norwalk  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
1756,Norwalk  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,67,90,90,90,90,90
1765,Oakdale  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1765,Oakdale  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1765,Oakdale  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5216,4910.98,5164.53,5431.18,5711.58,0
1777,Oceanside  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,249,6360,11760,11760,11760,11760
1777,Oceanside  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1777,Oceanside  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,23963,21041,19098,19271,19327,19500
1792,Olivehurst Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1792,Olivehurst Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1381,1754,2130,2318,2505,2693
1792,Olivehurst Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1793,Olivenhain Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,17100,17410,16960,16640,16310,0
1793,Olivenhain Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,2482,2693,2819,2834,2855,
1793,Olivenhain Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,,0,0,0,
1795,Ontario  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,32109,40382,45048,49076,57609,57609
1795,Ontario  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1795,Ontario  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,7812,12168,13465,14762,16059,16059
1797,Orange  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1797,Orange  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,26993,27233,28132.8,28151,28129.8,28077
1797,Orange  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1803,Orangevale Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4234,3723,3778,3771,3852,0
1803,Orangevale Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1803,Orangevale Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1804,Orchard Dale Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1804,Orchard Dale Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1804,Orchard Dale Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1960,1993,2017,2042,2067,0
1821,Otay Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,3333,4500,5000,5100,5200,5300
1821,Otay Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1821,Otay Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,27448,33465,35736,38536,41767,45265
1827,Oxnard  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,25885,28819,30181,31524,32874,33349
1827,Oxnard  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,154,6000,11904,11904,11904,11904
1827,Oxnard  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1838,Padre Dam Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1838,Padre Dam Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9588.189624,12442,13586.01423,14623,15472.68518,15944.08117
1838,Padre Dam Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1750,1232,1232,1232,1232,1232
1849,Palmdale Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,70,500,1000,1500,2000,2000
1849,Palmdale Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,20511,19720,20310,21480,22780,24250
1849,Palmdale Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1851,Palo Alto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,316,316,316,316,316,316
1851,Palo Alto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1851,Palo Alto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,10921,11470,11661,11875,12148,12432
1859,Paradise Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1859,Paradise Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1859,Paradise Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4370,3958,4356,4913,5109,5084
1866,Paramount  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5837,5955,6074,6194,6320,6446
1866,Paramount  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1866,Paramount  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,312,338,338,338,338,
1873,Pasadena  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,,,,,,
1873,Pasadena  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,29290,26750,25000,25320,25630,0
1873,Pasadena  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
1875,Paso Robles  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,0,180,250,310,380
1875,Paso Robles  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5745,6515,6922,7439,7967,8483
1875,Paso Robles  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1877,Patterson  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4454,4888,5473,6127,6860,7681
1877,Patterson  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1877,Patterson  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,214,214,428,642
1894,Petaluma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,7731,8705,8870,8974,9255,9577
1894,Petaluma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1894,Petaluma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,651,2000,2540,2540,2540,2540
1896,Phelan Pinon Hills Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1896,Phelan Pinon Hills Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2948,2965,2986,2995,3005,3035
1896,Phelan Pinon Hills Community Services District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1899,Pico Rivera  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6020,5528,5540,5551,5561,0
1899,Pico Rivera  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,74,80,85,90,95,
1899,Pico Rivera  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1900,Pico Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,59,61,61,61,61,61
1900,Pico Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1900,Pico Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2816,2870,2900,2929,2960,2990
1923,Pismo Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,339,339,339,339,339
1923,Pismo Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1612,1648,1696,1744,1795,1845
1923,Pismo Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1925,Pittsburg  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1925,Pittsburg  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9233,11031,12030,12960,13824,14745
1925,Pittsburg  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,111,311,311,311,311,311
1927,Placer County Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1927,Placer County Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,0,2500,5000,7000,
1927,Placer County Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,101613,104388,107071,111460,118950,0
1940,Pleasanton  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,14780,16741,17239,17737,18236,18236
1940,Pleasanton  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,0,0,0,0,0,0
1940,Pleasanton  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,1228,1500,1650,1650,1800,1800
1945,Pomona  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19472,22358,23185,24043,24876,25738
1945,Pomona  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1945,Pomona  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1702,2350,2350,2350,2350,2350
1953,Port Hueneme  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1953,Port Hueneme  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1865,1958,2017,2077,2142,2149
1953,Port Hueneme  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1964,Poway  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,411,450,450,450,450,450
1964,Poway  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8774,10087,10344,10589,10717,11046
1964,Poway  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1983,Quartz Hill Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1983,Quartz Hill Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4724.9,4242.1,4374,4508,4647,4790
1983,Quartz Hill Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1990,Rainbow Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1990,Rainbow Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
1990,Rainbow Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,14297,13750,13200,12672,12165,11679
1996,Ramona Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,611,520,520,520,520,
1996,Ramona Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
1996,Ramona Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4747,4839,4977,5120,5267,0
2000,Rancho California Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,57667,75042,78192,79874,81984,84157
2000,Rancho California Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2000,Rancho California Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,3681,4175,4354,4528,4702,4874
2033,Redding  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8476,8797,8986,9182,9381,9587
2033,Redding  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2033,Redding  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,19,19,19,19,19,19
2035,Redlands  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,994,1173,1173,1173,1173,1173
2035,Redlands  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,25893,25819,26860,27903,28819,29736
2035,Redlands  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2037,Redwood City,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2037,Redwood City,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,856,1286.03,1426.13,1686.2,1700.62,1715.98
2037,Redwood City,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9852,9519.87,9623.04,9879.86,9995.46,10206.63
2049,Rialto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2049,Rialto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8930,9592,10205,10818,11209,11604
2049,Rialto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,10,10,10,10,10
2057,Rincon Del Diablo Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1778,2200,2200,2200,2200,2200
2057,Rincon Del Diablo Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2057,Rincon Del Diablo Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4630,6672,7153,7300,7379,7527
2063,Rio Vista  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,62,142,236,330,424
2063,Rio Vista  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2025,2388,2627,2890,3179,3223
2063,Rio Vista  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2074,Riverbank  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2074,Riverbank  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4424.51,4645.8,4867,5088.2,5309.4,0
2074,Riverbank  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2083,Riverside  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,141,5700,13420,13420,13420,13420
2083,Riverside  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,77557,82012,84383,86839,89387,92028
2083,Riverside  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2087,Riverside Highland Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2087,Riverside Highland Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2087,Riverside Highland Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4246,4545,4738,4932,5032,5131
2103,Rohnert Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1429,1350,1350,1350,1350,1350
2103,Rohnert Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4574,5760,5987,6105,6305,6515
2103,Rohnert Park  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2111,Roseville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,3768,4022,4434,4932,4932,4932
2111,Roseville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,32301,47567,52555,57613,57613,57613
2111,Roseville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2115,Rowland Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1132,1300,1400,1500,1600,1700
2115,Rowland Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9627,11639,11655,11672,11681,11689
2115,Rowland Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2118,Rubidoux Community Service District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2118,Rubidoux Community Service District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,,,,,,
2118,Rubidoux Community Service District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,5187,7960,10686,11416,12149,12886
2119,Rubio Canyon Land And Water Association,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2175,1887.19,1916.95,1947.18,1977.88,2009.07
2119,Rubio Canyon Land And Water Association,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2119,Rubio Canyon Land And Water Association,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
2130,Sacramento  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2130,Sacramento  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,100481,107432,113809,120186,126564,132941
2130,Sacramento  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,29,1000,1000,1000,1000,1000
2132,Sacramento County Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,46426,49788,51384,52886,54294,55652
2132,Sacramento County Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,962,1420,1890,2360,2830,3300
2132,Sacramento County Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2140,Sacramento Suburban Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2140,Sacramento Suburban Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,39913,38185,38615,38610,38574,38537
2140,Sacramento Suburban Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,,,,,,
2150,San Bernardino  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,42183,41115,42323,43534,44506,45478
2150,San Bernardino  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,1133,1133,1133,1133,1133
2150,San Bernardino  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2154,San Bernardino County Service Area 64 Spring Valley Lake,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2154,San Bernardino County Service Area 64 Spring Valley Lake,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2701.2,2770.01,2810.01,2840,2850.01,2900
2154,San Bernardino County Service Area 64 Spring Valley Lake,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2891,San Bernardino County Service Area 70 J Oak Hills,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2891,San Bernardino County Service Area 70 J Oak Hills,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1617.27,1630,1640,1650,1650,1679.9
2891,San Bernardino County Service Area 70 J Oak Hills,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2157,San Bruno  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1523986,1724348,1929187,2134027,2333476,2333476
2157,San Bruno  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2157,San Bruno  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2158,San Buenaventura  City Of (Ventura),Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,564,576,576,576,576,576
2158,San Buenaventura  City Of (Ventura),Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,13556,14228,14618,15015,15425,15846
2158,San Buenaventura  City Of (Ventura),Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2159,San Clemente  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2159,San Clemente  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,7098,7652,7588,7523,7454,7448
2159,San Clemente  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1155,1200,1320,1320,1320,1320
2160,San Diego  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,10393,13773,13773,13773,13773,13773
2160,San Diego  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2160,San Diego  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,161573,176384,184017,190583,196985,201423
2162,San Dieguito Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2162,San Dieguito Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,5463,5796,6156,6243,6404,6611
2162,San Dieguito Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,642,700,700,700,700,700
2163,San Fernando  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,,,,,,
2163,San Fernando  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,0,0,0,0,0,0
2163,San Fernando  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,2862,2910.3,2960,3010.6,3062,3114.3
2164,San Francisco Public Utilities Commission,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,110,2350,2800,2800,2800,2800
2164,San Francisco Public Utilities Commission,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,76950,76510,77970,80320,83570,87150
2164,San Francisco Public Utilities Commission,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2165,San Gabriel County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2165,San Gabriel County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2165,San Gabriel County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5131,6072,6197,6323,6453,6586
2167,San Gabriel Valley Water Company,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,32130,35135,35321,35511,35604,35700
2167,San Gabriel Valley Water Company,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,1502,1800,2100,2400,2700,3000
2167,San Gabriel Valley Water Company,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2166,San Gabriel Valley Water Company   Fontana Division,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,387,1000,1500,2000,2500,3000
2166,San Gabriel Valley Water Company   Fontana Division,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,39395,44594,45409,46665,47942,48943
2166,San Gabriel Valley Water Company   Fontana Division,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2169,San Jacinto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2169,San Jacinto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2650,3047,3290,3551,3836,4140
2169,San Jacinto  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2174,San Jose  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,17546,21080,24156,27343,32815,33552
2174,San Jose  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2174,San Jose  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,4097,4776,5456,6279,7368,7413
2175,San Jose Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,39592,43311,43265,43440,43963,44416
2175,San Jose Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2175,San Jose Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,798,890,1010,1189,1193,1189
2179,San Juan Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,11811,11300,11400,11300,11400,11500
2179,San Juan Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2179,San Juan Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2180,San Lorenzo Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2180,San Lorenzo Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2050,2210,2227,2243,2261,2277
