ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WP_WUEDATA_PLAN_ID,USE_TYPE,ADDITIONAL_DESCRIPTION,LEVEL_OF_TREATMENT,VOLUME_AF
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Other Potable,Hydrant Meters and Jumpers,Drinking Water,132
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Sales/Transfers/Exchanges to other agencies,SEWD water delivered to two San Joaquin County water systems,Drinking Water,1830
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Landscape,,Drinking Water,3255
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Single Family,,Drinking Water,15758
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Industrial,,Drinking Water,533
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Commercial,Includes Institutional/Governmental Use Type,Drinking Water,4700
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Multi-Family,,Drinking Water,3030
2381,Stockton  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5533,Industrial,Walnut Plant Area,Drinking Water,176
2401,Suburban Water Systems - San Jose Hills,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5710,Other,Street Sweeping & Const. Water,Drinking Water,11.8
2401,Suburban Water Systems - San Jose Hills,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5710,Commercial,,Drinking Water,4212.6
2401,Suburban Water Systems - San Jose Hills,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5710,Institutional/Governmental,,Drinking Water,775.2
2401,Suburban Water Systems - San Jose Hills,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5710,Industrial,,Drinking Water,901
2401,Suburban Water Systems - San Jose Hills,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5710,Landscape,,Drinking Water,911.8
2401,Suburban Water Systems - San Jose Hills,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5710,Losses,,Drinking Water,1499.6
2401,Suburban Water Systems - San Jose Hills,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5710,Single Family,,Drinking Water,16626.6
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5714,Landscape,,Drinking Water,1126
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5714,Other,Street Sweeping & Const. Water,Drinking Water,50
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5714,Losses,,Drinking Water,2031
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5714,Single Family,,Drinking Water,12673
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5714,Industrial,,Drinking Water,344
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5714,Institutional/Governmental,,Drinking Water,1008
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5714,Commercial,,Drinking Water,3219
2419,Sunny Slope Water Company,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5537,Single Family,,Drinking Water,2541
2419,Sunny Slope Water Company,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5537,Multi-Family,,Drinking Water,359
2419,Sunny Slope Water Company,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5537,Losses,,Drinking Water,295
2419,Sunny Slope Water Company,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5537,Commercial,,Drinking Water,430
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Other,,Other Non-Potable Water,2
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Multi-Family,,Drinking Water,210
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Commercial,,Drinking Water,9
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Industrial,,Drinking Water,32
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Landscape,,Drinking Water,128
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Agricultural irrigation,,Drinking Water,5
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Losses,based on 3.7% loss reported on FY 19-20 audit,Raw Water,92
2424,Sunnyslope County Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5530,Single Family,,Drinking Water,2101
2425,Sunnyvale  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6886,Multi-Family,,Drinking Water,5614
2425,Sunnyvale  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6886,Commercial,Commercial/Industrial (combined),Drinking Water,3364
2425,Sunnyvale  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6886,Institutional/Governmental,,Drinking Water,229
2425,Sunnyvale  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6886,Landscape,Irrigation,Drinking Water,2233
2425,Sunnyvale  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6886,Other Potable,Firelines,Drinking Water,11
2425,Sunnyvale  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6886,Losses,,Drinking Water,1457
2425,Sunnyvale  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6886,Single Family,,Drinking Water,6285
2437,Sweetwater Authority,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5575,Other,,Drinking Water,38
2437,Sweetwater Authority,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5575,Multi-Family,,Drinking Water,5525
2437,Sweetwater Authority,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5575,Commercial,,Drinking Water,3692
2437,Sweetwater Authority,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5575,Industrial,,Drinking Water,81
2437,Sweetwater Authority,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5575,Institutional/Governmental,,Drinking Water,1162
2437,Sweetwater Authority,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5575,Agricultural irrigation,,Drinking Water,0
2437,Sweetwater Authority,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5575,Single Family,,Drinking Water,6443
2438,Sweetwater Springs Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5538,Single Family,,Drinking Water,390
2438,Sweetwater Springs Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5538,Multi-Family,,Drinking Water,111
2438,Sweetwater Springs Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5538,Commercial,,Drinking Water,67
2438,Sweetwater Springs Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5538,Institutional/Governmental,,Drinking Water,14
2438,Sweetwater Springs Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5538,Other,Fire Flows,Drinking Water,0
2438,Sweetwater Springs Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5538,Losses,,Drinking Water,136
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Losses,,Raw Water,334
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Commercial,,Drinking Water,86
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Institutional/Governmental,,Drinking Water,3
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Landscape,,Drinking Water,312
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Other Potable,Construction,Drinking Water,19
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Losses,,Drinking Water,253
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Other Non-Potable,,Raw Water,545
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Landscape,"Recycled water demand met by raw, non-potable groundwater",Raw Water,685
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Single Family,,Drinking Water,2698
1408,Temescal Valley Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5825,Agricultural irrigation,,Raw Water,278
,Test Agency 1,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6935,Single Family,test,Drinking Water,55
,Test Agency 2,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5443,Single Family,,Drinking Water,200000
,Test Agency 2,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5443,Multi-Family,,Drinking Water,100000
,Test Agency 2,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5443,Other,CII,Drinking Water,49900
,Test Agency 2,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5443,Losses,,Drinking Water,100
440,Test Agency 3,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5822,Multi-Family,test,Drinking Water,0.091827364
440,Test Agency 3,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5822,Single Family,test 2,Other Non-Potable Water,0.045913682
2469,Thousand Oaks  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5617,Single Family,,Drinking Water,6600
2469,Thousand Oaks  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5617,Other Potable,Construction,Drinking Water,6
2469,Thousand Oaks  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5617,Multi-Family,,Drinking Water,737
2469,Thousand Oaks  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5617,Landscape,,Drinking Water,1379
2469,Thousand Oaks  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5617,Commercial,Includes institutional,Drinking Water,1026
2469,Thousand Oaks  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5617,Losses,,Drinking Water,673
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Losses,,Drinking Water,1247
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Sales/Transfers/Exchanges to other agencies,,Drinking Water,664
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Agricultural irrigation,,Drinking Water,91
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Other,,Drinking Water,59
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Single Family,,Drinking Water,5874
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Industrial,,Drinking Water,4498
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Commercial,w/ Institutional,Drinking Water,2600
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Multi-Family,,Drinking Water,3341
2487,Torrance  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5814,Landscape,,Drinking Water,829
2490,Trabuco Canyon Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5626,Single Family,,Drinking Water,1631
2490,Trabuco Canyon Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5626,Multi-Family,,Drinking Water,29
2490,Trabuco Canyon Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5626,Commercial,,Drinking Water,78
2490,Trabuco Canyon Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5626,Landscape,Represents large landscape (with irrigation meters) served by potable water and not recycled water,Drinking Water,316
2490,Trabuco Canyon Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5626,Losses,Non revenue water,Drinking Water,54
2490,Trabuco Canyon Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5626,Other,Agricultural,Drinking Water,186
2490,Trabuco Canyon Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5626,Other,Construction,Drinking Water,7
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Single Family,(a),Drinking Water,9640.19
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Other,Other Authorized Consumption (d),Drinking Water,86.17
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Losses,(a),Drinking Water,3688.83
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Groundwater recharge,(c),Drinking Water,190
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Landscape,(a),Drinking Water,2176.9
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Industrial,(a),Drinking Water,769.49
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Institutional/Governmental,(a) (b),Drinking Water,0
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Other,Construction (a),Drinking Water,30
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Multi-Family,(a),Drinking Water,1051.74
2496,Tracy  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5568,Commercial,(a),Drinking Water,1893.45
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Multi-Family,,Drinking Water,161
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Single Family,,Drinking Water,1725
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Commercial,,Drinking Water,14
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Institutional/Governmental,,Drinking Water,12
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Landscape,,Drinking Water,212
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Other Potable,Pool & Recreation,Drinking Water,7
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Other Potable,Firefighting and/or Constrution,Drinking Water,3
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Losses,,Drinking Water,25
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5942,Other Potable,"Purchases, less sales",Drinking Water,15
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Other,Non-Potable Construction Water,Raw Water,6.1377757
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Other,Non-Potable Irrigation,Raw Water,693.5686541
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Losses,,Drinking Water,1249.037355
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Landscape,,Drinking Water,181.0643832
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Institutional/Governmental,,Drinking Water,184.133271
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Commercial,,Drinking Water,316.0954486
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Multi-Family,,Drinking Water,239.3732523
2512,Truckee - Donner Public Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5501,Single Family,,Drinking Water,2384.525859
2516,Tulare  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6666,Landscape,,Drinking Water,761.0841868
2516,Tulare  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6666,Losses,Accounts for real and apparent losses,Drinking Water,834.7374952
2516,Tulare  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6666,Single Family,Includes residential landscaping,Drinking Water,7920.799541
2516,Tulare  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6666,Multi-Family,Includes residential landscaping,Drinking Water,1037.284093
2516,Tulare  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6666,Commercial,Includes schools,Drinking Water,2525.694701
2516,Tulare  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,6666,Industrial,,Drinking Water,3860.660915
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Commercial,,Drinking Water,440
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Multi-Family,,Drinking Water,269
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Industrial,,Drinking Water,0
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Institutional/Governmental,,Drinking Water,258
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Landscape,,Drinking Water,83
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Other Potable,,Drinking Water,120
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Single Family,,Drinking Water,2562
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Sales/Transfers/Exchanges to other agencies,,Drinking Water,191
2523,Tuolumne Utilities District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5458,Losses,,Drinking Water,700
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Other Potable,Unmetered water,Drinking Water,1528.306149
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Other Potable,City Meters,Drinking Water,662.8797756
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Landscape,,Drinking Water,1025.008542
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Institutional/Governmental,,Drinking Water,251.6488037
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Industrial,,Drinking Water,4615.607326
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Commercial,,Drinking Water,1319.621776
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Multi-Family,,Drinking Water,2194.254813
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Single Family,,Drinking Water,9096.183587
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Other Non-Potable,Park Wells,Raw Water,1365.655093
2524,Turlock  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6055,Other Potable,Flushing and City of Modesto accounts,Drinking Water,92.0666355
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Other,Construction Meters and Fire Service Meters,Drinking Water,6
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Multi-Family,,Drinking Water,2450
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Commercial,,Drinking Water,968
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Industrial,,Drinking Water,89
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Institutional/Governmental,,Drinking Water,399
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Landscape,Represents large landscape (with irrigation meters) served by potable water and not recycled water,Drinking Water,318
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Single Family,,Drinking Water,5364
2528,Tustin  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5675,Losses,,Drinking Water,853
2530,Twentynine Palms Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5741,Single Family,,Drinking Water,1608
2530,Twentynine Palms Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5741,Multi-Family,,Drinking Water,420
2530,Twentynine Palms Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5741,Commercial,,Drinking Water,186
2530,Twentynine Palms Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5741,Industrial,,Drinking Water,0
2530,Twentynine Palms Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5741,Landscape,,Drinking Water,133
2530,Twentynine Palms Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5741,Other Non-Potable,,Other Non-Potable Water,102
2536,Ukiah  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5587,Other,,Drinking Water,27
2536,Ukiah  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5587,Losses,,Drinking Water,359
2536,Ukiah  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5587,Landscape,,Drinking Water,209
2536,Ukiah  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5587,Industrial,,Drinking Water,55
2536,Ukiah  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5587,Commercial,,Drinking Water,748
2536,Ukiah  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5587,Multi-Family,,Drinking Water,817
2536,Ukiah  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5587,Single Family,,Drinking Water,817
2541,Upland  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6789,Sales/Transfers/Exchanges to other agencies,,Drinking Water,240
2541,Upland  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6789,Losses,,Drinking Water,1267
2541,Upland  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6789,Landscape,,Drinking Water,2497
2541,Upland  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6789,Institutional/Governmental,,Drinking Water,515
2541,Upland  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6789,Other Potable,Commercial and industrial,Drinking Water,1818
2541,Upland  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6789,Multi-Family,,Drinking Water,2943
2541,Upland  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,Yes,Yes,6789,Single Family,,Drinking Water,9151
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Single Family,,Drinking Water,9703
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Multi-Family,,Drinking Water,1819
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Commercial,,Drinking Water,1005
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Industrial,,Drinking Water,921
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Institutional/Governmental,,Drinking Water,1254
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Landscape,,Drinking Water,2165
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Other Potable,,Drinking Water,73
2597,Vacaville  City Of,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5491,Losses,,Drinking Water,1355
2602,Vallecitos Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5701,Multi-Family,,Drinking Water,2274.045897
2602,Vallecitos Water District,Table 4-1 Retail: Demands for Potable and Non-Potable Water - Actual,No,N/A,5701,Commercial,,Drinking Water,1049.559645
